 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"211040 São Benedito do Rio Preto";209772,80;534982,22;610643,96;576975,55;1932374,53
"211050 São Bento";702841,29;405040,88;105778,68;56676,26;1270337,11
"211060 São Bernardo";-;231561,69;516912,86;3367439,54;4115914,09
"211070 São Domingos do Maranhão";578670,92;1121645,36;946129,06;580411,61;3226856,95
"211080 São Félix de Balsas";-;265025,83;228233,74;157946,01;651205,58
"211085 São Francisco do Brejão";19624,98;66171,33;80510,86;68884,84;235192,01
"211090 São Francisco do Maranhão";10121,16;53067,76;3432816,17;3386770,69;6882775,78
"211100 São João Batista";367086,47;234021,23;172688,78;188632,48;962428,96
"211102 São João do Carú";-;59980,71;49221,48;124472,72;233674,91
"211105 São João do Paraíso";29254,23;151344,60;223111,45;3177057,81;3580768,09
"211107 São João do Soter";213692,47;876638,92;791706,56;597181,58;2479219,53
"211110 São João dos Patos";460815,50;462272,08;486552,14;284788,12;1694427,84
"211120 São José de Ribamar";4937780,99;6853808,32;4059971,53;3819757,33;19671318,17
"211125 São José dos Basílios";-;-;261402,51;3190014,91;3451417,42
"211130 São Luís";92357467,65;100940515,04;113560969,91;95375709,94;402234662,54
"211140 São Luís Gonzaga do Maranhão";99995,28;599902,14;634632,12;2643706,95;3978236,49
"211150 São Mateus do Maranhão";1463078,78;930024,53;1013593,25;661068,00;4067764,56
"211153 São Pedro da Água Branca";-;71,00;160542,83;241681,72;402295,55
"211157 São Pedro dos Crentes";-;-;63538,83;117151,45;180690,28
"211160 São Raimundo das Mangabeiras";4992,96;12296,33;58290,33;3333705,75;3409285,37
"211163 São Raimundo do Doca Bezerra";248684,35;292183,95;330908,06;241060,77;1112837,13
"211167 São Roberto";167291,48;182251,31;180251,11;115204,82;644998,72
"211170 São Vicente Ferrer";370664,76;126664,15;93030,00;76491,92;666850,83
"211172 Satubinha";142601,86;119434,25;57829,13;82186,51;402051,75
"211174 Senador Alexandre Costa";13905,57;168520,75;127242,21;297921,96;607590,49
"211176 Senador La Rocque";-;-;17157,45;77659,84;94817,29
"211178 Serrano do Maranhão";-;-;42897,52;5868507,56;5911405,08
"211180 Sítio Novo";143198,91;397605,01;488538,10;273739,53;1303081,55
"211190 Sucupira do Norte";227131,60;290327,46;537472,02;271909,12;1326840,20
"211195 Sucupira do Riachão";111703,08;100702,18;118735,79;102996,97;434138,02
"211200 Tasso Fragoso";-;417221,49;532851,91;347342,59;1297415,99
"211210 Timbiras";61244,90;185280,53;216103,55;225463,49;688092,47
"211220 Timon";5025205,64;4398623,77;5812645,09;4081483,25;19317957,75
"211223 Trizidela do Vale";530455,13;640608,62;3171510,62;3840513,40;8183087,77
"211227 Tufilândia";18133,24;228204,44;192016,21;3417273,58;3855627,47
"211230 Tuntum";2700645,20;6281855,64;6963953,06;4459830,32;20406284,22
"211240 Turiaçu";-;419233,01;363543,08;98296,15;881072,24
"211250 Tutóia";372033,56;563213,45;1066474,94;1307619,21;3309341,16
"211260 Urbano Santos";283843,49;235000,24;671282,01;346922,78;1537048,52
"211270 Vargem Grande";692070,91;777497,68;2974727,93;6023426,68;10467723,20
"211280 Viana";431412,14;631953,17;613035,22;406117,73;2082518,26
"211285 Vila Nova dos Martírios";62088,66;557797,12;585340,36;93359,90;1298586,04
"211290 Vitória do Mearim";646529,67;1145239,37;872799,95;1000680,26;3665249,25
"211300 Vitorino Freire";1931614,12;2794930,60;6820275,03;7302271,88;18849091,63
"211400 Zé Doca";1397799,05;2891233,83;3100624,87;2079747,44;9469405,19
"210000 Maranhão - Gestão estadual";152616796,66;169913136,43;159034679,15;130819212,46;612383824,70
"220010 Agricolândia";-;-;-;3900,00;3900,00
"220020 Água Branca";997200,25;1098132,19;1093256,46;664068,82;3852657,72
"220040 Altos";225,00;1428,00;549,00;-;2202,00
"220080 Antônio Almeida";-;-;2700,00;15600,00;18300,00
"220100 Arraial";-;-;13800,00;31950,00;45750,00
"220120 Barras";1091623,69;1322386,35;1285495,71;746638,30;4446144,05
"220140 Barro Duro";27188,58;101907,73;60052,06;58925,00;248073,37
"220200 Buriti dos Lopes";247526,49;405256,21;571868,13;384449,04;1609099,87
"220220 Campo Maior";2081019,04;2363473,18;2434659,00;1380530,14;8259681,36
"220245 Capitão Gervásio Oliveira";-;-;-;3450,00;3450,00
"220270 Cocal";74,00;-;-;-;74,00
"220290 Corrente";347812,53;405660,19;373212,18;275090,53;1401775,43
"220330 Demerval Lobão";-;-;-;8550,00;8550,00
"220390 Floriano";4956191,35;5426254,11;5567729,73;4339147,66;20289322,85
"220410 Francisco Ayres";-;-;18300,00;21000,00;39300,00
"220500 Itainópolis";182066,55;264731,85;254027,96;176350,76;877177,12
"220520 Jaicós";634992,68;668220,56;646587,92;639670,20;2589471,36
"220551 Juazeiro do Piauí";-;-;13650,00;6000,00;19650,00
"220555 Lagoa Alegre";-;-;-;33150,00;33150,00
"220560 Landri Sales";-;-;-;3300,00;3300,00
"220680 Nossa Senhora dos Remédios";-;-;6000,00;6300,00;12300,00
"220795 Nova Santa Rita";-;-;-;3300,00;3300,00
"220700 Oeiras";-;-;19816,77;91602,03;111418,80
"220740 Palmeira do Piauí";-;-;-;22800,00;22800,00
"220770 Parnaíba";10563012,94;11509817,27;13227287,98;9101170,36;44401288,55
"220780 Paulistana";682712,86;741264,09;793198,61;466835,02;2684010,58
"220800 Picos";8374707,65;9495329,35;10232697,65;5882418,95;33985153,60
"220830 Piracuruca";1097461,52;1186540,49;1337480,32;649203,85;4270686,18
"220840 Piripiri";2299735,67;3018919,79;3873342,30;2242344,59;11434342,35
"220900 Rio Grande do Piauí";-;-;15000,00;35700,00;50700,00
"220940 Santo Antônio de Lisboa";-;-;17100,00;21000,00;38100,00
"220960 São Félix do Piauí";-;-;-;3000,00;3000,00
"220970 São Francisco do Piauí";-;-;-;24600,00;24600,00
"220990 São João da Serra";-;-;-;21000,00;21000,00
"221000 São João do Piauí";1012309,51;1057562,40;951308,21;495104,59;3516284,71
"221010 São José do Peixe";-;-;-;13650,00;13650,00
"221037 São Luis do Piauí";-;-;12150,00;19800,00;31950,00
"221050 São Pedro do Piauí";545361,47;617433,07;605026,62;410013,61;2177834,77
"221080 Simplício Mendes";508958,34;543371,49;638307,72;333597,20;2024234,75
"221100 Teresina";99530088,60;111688374,56;125140156,04;83464565,56;419823184,76
"221130 Valença do Piauí";-;-;32691,30;30735,72;63427,02
"220000 Piauí - Gestão estadual";64956683,18;69270862,64;71558089,07;54561902,86;260347537,75
"230010 Abaiara";134524,51;125965,14;294783,62;295828,40;851101,67
"230015 Acarape";460109,17;451051,52;343526,32;254348,65;1509035,66
"230020 Acaraú";631691,82;760155,71;1007426,19;782393,21;3181666,93
"230030 Acopiara";254570,87;579890,43;716471,84;507525,72;2058458,86
"230040 Aiuaba";742,50;162407,69;249513,39;223822,88;636486,46
"230050 Alcântaras";-;-;55537,26;42400,02;97937,28
"230060 Altaneira";12939,89;30944,51;21191,43;2937,98;68013,81
"230070 Alto Santo";330626,94;440555,79;422970,58;251005,30;1445158,61
"230075 Amontada";32540,09;130117,86;155748,45;31821,02;350227,42
"230080 Antonina do Norte";156,95;87,29;860,43;-;1104,67
"230090 Apuiarés";66612,01;75755,24;85457,80;30879,72;258704,77
"230100 Aquiraz";1782524,47;1935930,73;2025661,18;1418672,79;7162789,17
"230110 Aracati";1058250,61;1956724,59;2020888,06;1204806,59;6240669,85
"230120 Aracoiaba";1272800,71;1542114,45;1764292,97;1595275,71;6174483,84
"230125 Ararendá";34732,56;44814,35;113812,13;119598,56;312957,60
"230130 Araripe";298476,69;284457,90;246814,01;188924,46;1018673,06
"230140 Aratuba";15792,95;21573,12;352799,54;306063,14;696228,75
"230150 Arneiroz";111721,36;147578,94;70956,94;-;330257,24
"230160 Assaré";101159,53;147254,45;148080,71;64613,52;461108,21
"230170 Aurora";529872,16;516900,41;702088,24;492676,17;2241536,98
"230180 Baixio";2605,65;15786,54;25033,52;25369,15;68794,86
"230185 Banabuiú";96556,31;295052,48;417016,93;307013,81;1115639,53
"230190 Barbalha";16327321,13;20147875,75;20005004,61;17594860,22;74075061,71
"230195 Barreira";164854,40;312403,10;370974,75;313733,50;1161965,75
"230200 Barro";135765,74;141503,38;71781,96;34714,13;383765,21
"230205 Barroquinha";10539,02;12418,41;26650,99;28262,78;77871,20
"230210 Baturité";1208420,57;1232541,97;1375529,23;907689,75;4724181,52
"230220 Beberibe";841326,37;814476,02;734582,29;483757,32;2874142,00
"230230 Bela Cruz";237945,16;362638,25;523842,76;305135,89;1429562,06
"230240 Boa Viagem";984597,50;711811,79;753899,56;482294,91;2932603,76
"230250 Brejo Santo";2562495,05;2962332,65;2751832,49;2227387,26;10504047,45
