 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"314690 Papagaios";355889;138301;78940;31783;604913
"314710 Pará de Minas";1509885;1825668;1175493;884436;5395482
"314700 Paracatu";661107;443848;485602;443986;2034543
"314720 Paraguaçu";433477;430335;453063;318755;1635630
"314730 Paraisópolis";212096;78600;40765;56255;387716
"314740 Paraopeba";121472;222380;245239;197390;786481
"314760 Passa Quatro";129485;52681;55919;46955;285040
"314770 Passa Tempo";127442;788546;145182;123620;1184790
"314780 Passa-Vinte";-;71;110;75;256
"314750 Passabém";16490;2196;1765;940;21391
"314790 Passos";1226138;1137304;1058838;863493;4285773
"314795 Patis";25835;8991;32938;13091;80855
"314800 Patos de Minas";2170750;1596030;1748036;1376623;6891439
"314810 Patrocínio";2070145;3305796;2934287;1554939;9865167
"314820 Patrocínio do Muriaé";334;746;622;718;2420
"314830 Paula Cândido";63896;946057;18749;11501;1040203
"314840 Paulistas";33031;32836;27416;15192;108475
"314850 Pavão";79171;30143;26149;22063;157526
"314860 Peçanha";85431;1871;23164;62783;173249
"314870 Pedra Azul";162826;56585;147937;198481;565829
"314875 Pedra Bonita";384085;91123;124605;56628;656441
"314880 Pedra do Anta";44890;9527;21738;12588;88743
"314890 Pedra do Indaiá";56410;420343;4824;525;482102
"314900 Pedra Dourada";49663;46118;43738;22397;161916
"314910 Pedralva";62488;4816;655;652;68611
"314915 Pedras de Maria da Cruz";35428;304;394;218;36344
"314920 Pedrinópolis";13033;1046;4708;1043;19830
"314930 Pedro Leopoldo";820478;638023;686329;523364;2668194
"314940 Pedro Teixeira";22281;172;320;288;23061
"314950 Pequeri";25955;50756;46505;1849;125065
"314960 Pequi";79298;69521;172705;44304;365828
"314970 Perdigão";102462;59580;59437;47166;268645
"314980 Perdizes";246554;658891;468272;724731;2098448
"314990 Perdões";312106;297302;247975;92221;949604
"314995 Periquito";99913;94028;2362106;1110833;3666880
"315000 Pescador";43583;11736;13070;11467;79856
"315010 Piau";20837;-;-;-;20837
"315015 Piedade de Caratinga";159265;35177;25290;21518;241250
"315020 Piedade de Ponte Nova";36624;42908;43084;24941;147557
"315030 Piedade do Rio Grande";132045;110383;92897;62235;397560
"315040 Piedade dos Gerais";76238;196797;506987;65495;845517
"315050 Pimenta";130492;44655;27333;17475;219955
"315053 Pingo-d'Água";11257;211;370;254;12092
"315057 Pintópolis";987141;59386;686754;80341;1813622
"315060 Piracema";227098;140202;169621;105967;642888
"315070 Pirajuba";165267;43733;46896;18789;274685
"315080 Piranga";121614;3586;4687;3145;133032
"315090 Piranguçu";50433;39376;36492;9343;135644
"315100 Piranguinho";112667;8510;608;264;122049
"315110 Pirapetinga";62607;4563;6356;5755;79281
"315120 Pirapora";1106588;944669;822143;690292;3563692
"315130 Piraúba";90417;85667;903369;534722;1614175
"315140 Pitangui";118918;29689;17235;8409;174251
"315150 Piumhi";537241;626776;633559;374949;2172525
"315160 Planura";90581;109542;110271;55116;365510
"315170 Poço Fundo";378318;336094;364546;294187;1373145
"315180 Poços de Caldas";2940642;2395875;2541712;1864553;9742782
"315190 Pocrane";36871;34582;2783;-;74236
"315200 Pompéu";386674;97356;74075;56580;614685
"315210 Ponte Nova";1698840;979103;973290;975361;4626594
"315213 Ponto Chique";32617;20192;8866;10376;72051
"315217 Ponto dos Volantes";87878;21917;58516;80440;248751
"315220 Porteirinha";392978;206689;210366;178006;988039
"315230 Porto Firme";99187;103884;9813;2300;215184
"315240 Poté";122270;35277;84107;72997;314651
"315250 Pouso Alegre";1887384;2019121;2114162;1673026;7693693
"315260 Pouso Alto";77343;37773;55435;38523;209074
"315270 Prados";118976;175;40702;3353;163206
"315280 Prata";383975;178705;196614;185819;945113
"315290 Pratápolis";53309;52238;51934;9677;167158
"315300 Pratinha";66047;119784;77101;11011;273943
"315310 Presidente Bernardes";38862;30926;521;148;70457
"315320 Presidente Juscelino";45530;9484;2921;1165;59100
"315330 Presidente Kubitschek";57019;29464;25724;17280;129487
"315340 Presidente Olegário";143565;16995;16155;15795;192510
"315360 Prudente de Morais";62938;251887;18729;17255;350809
"315370 Quartel Geral";65780;60731;54093;47106;227710
"315380 Queluzito";15643;91;52;35;15821
"315390 Raposos";122112;105376;117158;90943;435589
"315400 Raul Soares";215925;78510;91009;50070;435514
"315410 Recreio";47778;324;183;740;49025
"315415 Reduto";15523;101;-;-;15624
"315420 Resende Costa";53794;10641;55723;43081;163239
"315430 Resplendor";204632;20681;12771;40337;278421
"315440 Ressaquinha";32744;59;65;48;32916
"315445 Riachinho";51939;17638;22018;15053;106648
"315450 Riacho dos Machados";20606;1295;1603;542;24046
"315460 Ribeirão das Neves";3032037;2681167;2413513;1943143;10069860
"315470 Ribeirão Vermelho";15693;15438;15164;6759;53054
"315480 Rio Acima";35543;-;-;-;35543
"315490 Rio Casca";72821;3656;4413;3209;84099
"315510 Rio do Prado";54252;6785;19490;15726;96253
"315500 Rio Doce";82465;88301;111781;74849;357396
"315520 Rio Espera";55005;15199;817336;5551;893091
"315530 Rio Manso";161614;78741;39332;46744;326431
"315540 Rio Novo";111586;130331;129143;62262;433322
"315550 Rio Paranaíba";104105;154054;718853;206562;1183574
"315560 Rio Pardo de Minas";292976;36826;35737;28386;393925
"315570 Rio Piracicaba";47973;36071;37190;22953;144187
"315580 Rio Pomba";154209;161345;159462;111212;586228
"315590 Rio Preto";31267;4086;476;14;35843
"315600 Rio Vermelho";94855;37006;47008;41818;220687
"315610 Ritápolis";35958;18587;27005;17296;98846
"315620 Rochedo de Minas";20681;-;-;-;20681
"315630 Rodeiro";56730;3277;383;240;60630
"315640 Romaria";20970;799487;14575;6050;841082
"315645 Rosário da Limeira";28186;529;469;414;29598
"315650 Rubelita";2678902;770360;27428;24186;3500876
"315660 Rubim";84810;41277;45066;29299;200452
"315670 Sabará";1666404;1489896;1734849;1182399;6073548
"315680 Sabinópolis";125257;36268;34558;33640;229723
"315690 Sacramento";447615;246805;267421;246214;1208055
"315700 Salinas";551911;663819;651368;334668;2201766
"315710 Salto da Divisa";157099;93932;91794;12066;354891
"315720 Santa Bárbara";618533;207245;208901;147366;1182045
"315725 Santa Bárbara do Leste";58459;-;-;-;58459
"315727 Santa Bárbara do Monte Verde";54769;28235;93;156;83253
"315730 Santa Bárbara do Tugúrio";9033;-;72;172;9277
"315733 Santa Cruz de Minas";140607;70949;67686;35080;314322
"315737 Santa Cruz de Salinas";31948;1994;415;7289;41646
"315740 Santa Cruz do Escalvado";78238;64844;166181;40618;349881
"315750 Santa Efigênia de Minas";25960;12743;12264;171;51138
"315760 Santa Fé de Minas";37612;16014;21661;37181;112468
"315765 Santa Helena de Minas";7932;359;437;227;8955
"315770 Santa Juliana";283091;586;597;824;285098
"315780 Santa Luzia";2901873;2567194;2001904;1981293;9452264
"315790 Santa Margarida";120256;-;-;514;120770
"315800 Santa Maria de Itabira";65494;7301;10424;38289;121508
"315810 Santa Maria do Salto";30363;777;742;338;32220
"315820 Santa Maria do Suaçuí";46300;3409;3380;2152;55241
"315920 Santa Rita de Caldas";49937;25153;32459;20111;127660
"315940 Santa Rita de Ibitipoca";55671;20757;161;171;76760
"315930 Santa Rita de Jacutinga";129186;23971;-;-;153157
"315935 Santa Rita de Minas";49948;2838;8927;415;62128
"315950 Santa Rita do Itueto";63954;86;89;214;64343
"315960 Santa Rita do Sapucaí";377622;136204;3308;3354;520488
"315970 Santa Rosa da Serra";51137;44859;52441;172280;320717
"315980 Santa Vitória";114651;52763;26424;19453;213291
"315830 Santana da Vargem";242113;130070;96957;71804;540944
"315840 Santana de Cataguases";39707;18691;13844;9348;81590
"315850 Santana de Pirapama";40622;12113;12441;9174;74350
"315860 Santana do Deserto";37486;9879;-;-;47365
"315870 Santana do Garambéu";54754;53701;58133;24065;190653
"315880 Santana do Jacaré";21254;4815;4513;-;30582
"315890 Santana do Manhuaçu";71285;203413;1697239;140207;2112144
"315895 Santana do Paraíso";577040;120815;140030;94785;932670
"315900 Santana do Riacho";115890;966;1470;1355;119681
"315910 Santana dos Montes";18160;96;124;138;18518
"315990 Santo Antônio do Amparo";356859;234108;228633;171175;990775
"316000 Santo Antônio do Aventureiro";43095;20219;28600;424;92338
"316010 Santo Antônio do Grama";73334;5873;168990;39860;288057
"316020 Santo Antônio do Itambé";17998;1621;97;53;19769
"316030 Santo Antônio do Jacinto";457374;10005;8006;5041;480426
"316040 Santo Antônio do Monte";154008;13017;12032;325385;504442
"316045 Santo Antônio do Retiro";49899;2843;715;290;53747
"316050 Santo Antônio do Rio Abaixo";17219;-;-;-;17219
"316060 Santo Hipólito";30221;8954;13706;22798;75679
"316070 Santos Dumont";334550;338286;334515;242039;1249390
"316080 São Bento Abade";3991;4064;419;-;8474
"316090 São Brás do Suaçuí";32335;1948;567;208;35058
"316095 São Domingos das Dores";5654;107;96;54;5911
"316100 São Domingos do Prata";107804;109744;128911;79568;426027
"316105 São Félix de Minas";60092;13123;15760;4544;93519
"316110 São Francisco";179870;11530;8134;4278;203812
"316120 São Francisco de Paula";176995;64724;18130;20483;280332
"316130 São Francisco de Sales";89780;97114;82318;70761;339973
"316140 São Francisco do Glória";23882;19092;30471;137279;210724
"316150 São Geraldo";89940;329136;26783;19829;465688
"316160 São Geraldo da Piedade";479949;461;297;103;480810
"316165 São Geraldo do Baixio";43012;3725;369;485;47591
"316170 São Gonçalo do Abaeté";481313;1006516;750519;61594;2299942
"316180 São Gonçalo do Pará";139886;73055;78549;60828;352318
"316190 São Gonçalo do Rio Abaixo";73704;9688;7396;6005;96793
"312550 São Gonçalo do Rio Preto";14879;120;600;196;15795
"316200 São Gonçalo do Sapucaí";277716;264546;167231;1053946;1763439
"316210 São Gotardo";361605;364890;444008;389560;1560063
"316220 São João Batista do Glória";106839;104032;112249;19385;342505
"316225 São João da Lagoa";163437;17603;13298;805;195143
"316230 São João da Mata";18572;19934;10572;6853;55931
"316240 São João da Ponte";228176;6109;6408;3982;244675
"316245 São João das Missões";193937;412276;204478;173337;984028
"316250 São João del Rei";901069;881383;632599;476244;2891295
"316255 São João do Manhuaçu";33837;33234;11038;6;78115
"316257 São João do Manteninha";42291;907;773;16272;60243
"316260 São João do Oriente";41014;327;263;338;41942
"316265 São João do Pacuí";16459;234;183;550;17426
"316270 São João do Paraíso";203969;164904;126236;87115;582224
"316280 São João Evangelista";215685;38858;679;41513;296735
"316290 São João Nepomuceno";285722;329287;416846;216584;1248439
"316292 São Joaquim de Bicas";398332;185751;175198;126088;885369
"316294 São José da Barra";63320;28442;31641;30598;154001
"316295 São José da Lapa";369525;207233;199771;128938;905467
"316300 São José da Safira";18092;363;80;82;18617
"316310 São José da Varginha";70297;50065;844391;38104;1002857
"316320 São José do Alegre";47521;53311;149272;9692;259796
"316330 São José do Divino";35397;335;434;77;36243
"316340 São José do Goiabal";145557;45149;174302;58;365066
"316350 São José do Jacuri";21358;13599;9550;-;44507
"316360 São José do Mantimento";9893;-;-;-;9893
"316370 São Lourenço";885917;804743;623549;383191;2697400
"316380 São Miguel do Anta";59003;1050;2554;4320;66927
"316390 São Pedro da União";35774;15004;24;15;50817
"316410 São Pedro do Suaçuí";565487;544093;305418;112308;1527306
"316400 São Pedro dos Ferros";65437;182;78;54;65751
"316420 São Romão";36634;36591;36611;38925;148761
"316430 São Roque de Minas";62661;314877;20312;19580;417430
"316440 São Sebastião da Bela Vista";5865;-;-;-;5865
"316443 São Sebastião da Vargem Alegre";30730;1033;1014;695;33472
"316447 São Sebastião do Anta";8764;168;152;123;9207
"316450 São Sebastião do Maranhão";147573;1108;849;2587;152117
"316460 São Sebastião do Oeste";46418;15413;26261;8090;96182
"316470 São Sebastião do Paraíso";1573738;970787;1034511;725839;4304875
"316480 São Sebastião do Rio Preto";17806;-;-;-;17806
"316490 São Sebastião do Rio Verde";31783;16411;19500;13932;81626
"316520 São Thomé das Letras";63968;38235;52623;37480;192306
"316500 São Tiago";120657;1819;378;415;123269
"316510 São Tomás de Aquino";114464;115623;43798;25394;299279
"316530 São Vicente de Minas";83187;16373;20483;11555;131598
"316540 Sapucaí-Mirim";434203;253942;43683;31424;763252
"316550 Sardoá";391463;56;-;29;391548
"316553 Sarzedo";618203;551591;585729;490833;2246356
"316556 Sem-Peixe";32871;34077;25083;13237;105268
"316557 Senador Amaral";229719;54832;86342;60761;431654
"316560 Senador Cortes";1044;-;-;-;1044
"316570 Senador Firmino";91583;101745;109597;65887;368812
"316580 Senador José Bento";8017;13867;12882;2939;37705
"316590 Senador Modestino Gonçalves";542535;1013;667;310;544525
"316600 Senhora de Oliveira";51374;37;308;991;52710
"316610 Senhora do Porto";40510;6789;2479;241;50019
"316620 Senhora dos Remédios";50182;94;143;207;50626
"316630 Sericita";89492;44630;233;24;134379
"316640 Seritinga";48884;132;124;99;49239
"316650 Serra Azul de Minas";15826;565;721;910;18022
"316660 Serra da Saudade";21079;19990;22794;15914;79777
"316680 Serra do Salitre";93452;3206;1076;34805;132539
"316670 Serra dos Aimorés";29339;330;206;238;30113
"316690 Serrania";51698;87595;150801;102653;392747
"316695 Serranópolis de Minas";95605;76;60;42;95783
"316700 Serranos";12367;18533;9603;8748;49251
"316710 Serro";324103;241203;247998;135165;948469
"316720 Sete Lagoas";2720057;2612272;1910612;1643321;8886262
"316555 Setubinha";38741;282;330;1328;40681
"316730 Silveirânia";28326;26964;21158;9662;86110
"316740 Silvianópolis";32174;20399;2475;403;55451
"316750 Simão Pereira";39630;6965;3675;23;50293
"316760 Simonésia";115986;344455;798307;501217;1759965
"316770 Sobrália";35134;2117;1843;2258;41352
"316780 Soledade de Minas";13274;19671;24420;17545;74910
"316790 Tabuleiro";9226;22769;8465;2838;43298
"316800 Taiobeiras";357759;337930;327780;278488;1301957
"316805 Taparuba";63264;58668;54725;32441;209098
"316810 Tapira";36385;44866;26660;58;107969
"316820 Tapiraí";19822;82;60;-;19964
"316830 Taquaraçu de Minas";81775;32262;-;-;114037
"316840 Tarumirim";105302;394;270;111;106077
"316850 Teixeiras";198311;410;761;207;199689
"316860 Teófilo Otoni";1606871;1361539;1738141;1675188;6381739
"316870 Timóteo";348182;122035;130060;79128;679405
"316880 Tiradentes";277980;49195;-;-;327175
"316890 Tiros";117087;131221;662509;296985;1207802
"316900 Tocantins";156106;134422;146756;131412;568696
"316905 Tocos do Moji";19209;3174;-;-;22383
"316910 Toledo";45905;48450;81715;41086;217156
"316920 Tombos";262938;332019;206050;175025;976032
"316930 Três Corações";385903;1059709;726772;335461;2507845
"316935 Três Marias";503211;314726;391574;343675;1553186
"316940 Três Pontas";901815;913401;983701;601733;3400650
"316950 Tumiritinga";21016;761;292;239;22308
"316960 Tupaciguara";196804;16092;8778;7020;228694
"316970 Turmalina";227588;78502;73663;41508;421261
"316980 Turvolândia";54141;54970;55647;34424;199182
"316990 Ubá";508610;640978;597664;505086;2252338
"317000 Ubaí";27413;58;53;35;27559
"317005 Ubaporanga";47714;756;300;248;49018
"317010 Uberaba";4573063;4339356;3837950;2662299;15412668
"317020 Uberlândia";12663375;12068642;13137611;9276650;47146278
"317030 Umburatiba";12131;99;139;205;12574
"317040 Unaí";1762396;875313;1062345;929423;4629477
"317043 União de Minas";34989;34072;32483;22347;123891
"317047 Uruana de Minas";36605;18659;32489;827322;915075
"317050 Urucânia";88406;83076;76898;44645;293025
"317052 Urucuia";64517;42034;60656;42471;209678
"317057 Vargem Alegre";28885;240;153;132;29410
"317060 Vargem Bonita";52188;42264;39960;21066;155478
"317065 Vargem Grande do Rio Pardo";53321;1720;1522;2105;58668
"317070 Varginha";1495154;2536915;2970836;2084276;9087181
"317075 Varjão de Minas";85967;42015;41971;20493;190446
"317080 Várzea da Palma";660639;463420;461958;380705;1966722
"317090 Varzelândia";84927;6242;7545;6804;105518
"317100 Vazante";191836;468046;170263;89729;919874
"317103 Verdelândia";92225;16018;15268;20338;143849
"317107 Veredinha";30407;1978;440;991;33816
"317110 Veríssimo";66054;54774;65838;58096;244762
"317115 Vermelho Novo";20852;164;142;98;21256
"317120 Vespasiano";2055037;2089979;2247722;1123350;7516088
"317130 Viçosa";712811;745667;736325;579463;2774266
"317140 Vieiras";70786;326192;33653;15415;446046
"317160 Virgem da Lapa";86307;114272;46174;27138;273891
"317170 Virgínia";48156;179;121;127;48583
"317180 Virginópolis";105078;93793;75187;53344;327402
"317190 Virgolândia";64303;199;299;561;65362
"317200 Visconde do Rio Branco";844179;269410;48883;13970;1176442
"317210 Volta Grande";14170;392;130;98;14790
"317220 Wenceslau Braz";23580;20574;14629;4114;62897
"310000 Minas Gerais - Gestão estadual";119278421;118623571;120518370;136413899;494834261
"320010 Afonso Cláudio";445244;420618;267193;238290;1371345
"320016 Água Doce do Norte";109690;29984;35782;17737;193193
"320013 Águia Branca";92928;61010;94195;88770;336903
"320020 Alegre";528238;648599;420172;438271;2035280
"320030 Alfredo Chaves";335225;345897;230717;-;911839
"320035 Alto Rio Novo";-;12020;5614;-;17634
"320040 Anchieta";495894;285043;308476;232068;1321481
"320050 Apiacá";139789;126293;113478;96774;476334
"320060 Aracruz";1868752;1620560;1280606;1178792;5948710
"320070 Atilio Vivacqua";136013;116198;133553;107113;492877
"320080 Baixo Guandu";447728;375112;254748;115525;1193113
"320090 Barra de São Francisco";561772;501373;632986;391104;2087235
"320100 Boa Esperança";160996;46446;57902;75955;341299
"320110 Bom Jesus do Norte";204248;176691;179816;124206;684961
"320115 Brejetuba";223727;53797;131231;94947;503702
"320120 Cachoeiro de Itapemirim";1087363;797305;869183;685748;3439599
"320130 Cariacica";2076538;1837825;2594133;2231818;8740314
"320140 Castelo";419491;446941;374634;237703;1478769
"320150 Colatina";2113743;1986886;1961296;1120875;7182800
"320160 Conceição da Barra";360602;221241;295142;305690;1182675
"320170 Conceição do Castelo";76238;106971;162953;108388;454550
"320180 Divino de São Lourenço";31042;6821;11689;7699;57251
"320190 Domingos Martins";590390;389124;392893;252440;1624847
"320200 Dores do Rio Preto";67224;30633;60029;31939;189825
"320210 Ecoporanga";121738;71111;75264;42512;310625
"320220 Fundão";376517;832478;1225018;291107;2725120
"320225 Governador Lindenberg";291764;144938;146211;94728;677641
"320230 Guaçuí";119256;119857;262696;70655;572464
"320240 Guarapari";504290;513364;521172;153211;1692037
"320245 Ibatiba";317847;318256;349707;265009;1250819
"320250 Ibiraçu";477917;133131;495671;112158;1218877
"320255 Ibitirama";44748;68678;95166;82802;291394
"320260 Iconha";199223;213548;236877;138050;787698
"320265 Irupi";202127;68514;39508;63881;374030
"320270 Itaguaçu";250202;250116;197523;87543;785384
"320280 Itapemirim";466154;299966;185000;54534;1005654
"320290 Itarana";175398;161586;171081;159760;667825
"320300 Iúna";157203;155910;222124;143494;678731
"320305 Jaguaré";667990;836064;955537;638869;3098460
"320310 Jerônimo Monteiro";116137;47990;57035;32471;253633
"320313 João Neiva";333351;333802;305185;241546;1213884
"320316 Laranja da Terra";390691;79741;63525;76127;610084
"320320 Linhares";2349762;2436608;2751060;1757503;9294933
"320330 Mantenópolis";310358;242570;181751;100009;834688
"320332 Marataízes";500566;1274784;484860;290177;2550387
"320334 Marechal Floriano";179824;116300;191279;121895;609298
"320335 Marilândia";230080;125243;136961;140405;632689
"320340 Mimoso do Sul";170689;149791;160788;140394;621662
"320350 Montanha";166101;54192;143495;132871;496659
"320360 Mucurici";30445;8358;45837;35702;120342
"320370 Muniz Freire";64922;70472;80600;42882;258876
"320380 Muqui";60979;74386;162441;83925;381731
"320390 Nova Venécia";635250;446355;446862;256590;1785057
"320400 Pancas";396340;170942;210285;165759;943326
"320405 Pedro Canário";306151;240554;248784;246333;1041822
"320410 Pinheiros";335564;424884;494714;296622;1551784
"320420 Piúma";119296;69184;-;-;188480
"320425 Ponto Belo";66064;4628;69181;69424;209297
"320430 Presidente Kennedy";384096;152976;303465;241159;1081696
"320435 Rio Bananal";325463;187603;187834;156288;857188
"320440 Rio Novo do Sul";104557;65376;93893;62245;326071
"320450 Santa Leopoldina";151062;133551;76132;101584;462329
"320455 Santa Maria de Jetibá";703900;292321;279990;237078;1513289
"320460 Santa Teresa";409712;444814;518578;393446;1766550
"320465 São Domingos do Norte";122767;27085;89061;61390;300303
"320470 São Gabriel da Palha";404108;280679;452518;280118;1417423
"320480 São José do Calçado";888466;425945;879310;409150;2602871
"320490 São Mateus";370519;689979;610127;572459;2243084
"320495 São Roque do Canaã";281396;198606;203363;169939;853304
"320500 Serra";5212500;8475153;7604040;3375697;24667390
"320501 Sooretama";188939;60583;166678;151246;567446
"320503 Vargem Alta";81496;101246;178586;130173;491501
"320506 Venda Nova do Imigrante";581396;314903;278275;192465;1367039
"320510 Viana";965208;586466;655255;982269;3189198
"320515 Vila Pavão";74557;944;55920;52586;184007
"320517 Vila Valério";126609;55249;20011;5557;207426
"320520 Vila Velha";3217091;3295775;3450050;2208054;12170970
"320530 Vitória";5855711;5705532;6532881;3199505;21293629
"320000 Espírito Santo - Gestão estadual";44551950;44805389;44056396;43617049;177030784
"330010 Angra dos Reis";3127428;4100264;3156284;2508375;12892351
"330015 Aperibé";242217;141549;140372;114933;639071
"330020 Araruama";1016181;1189694;1522433;1761108;5489416
"330022 Areal";225066;226410;204329;162399;818204
"330023 Armação dos Búzios";208158;263790;267068;225689;964705
"330025 Arraial do Cabo";575737;264311;257395;168941;1266384
"330030 Barra do Piraí";1748792;1096406;1093537;544592;4483327
"330040 Barra Mansa";1354441;1218453;1636710;1405531;5615135
"330045 Belford Roxo";4921271;12211944;13012113;11544774;41690102
"330050 Bom Jardim";298080;169176;203367;76678;747301
"330060 Bom Jesus do Itabapoana";1112980;1156062;1196185;774094;4239321
"330070 Cabo Frio";5298113;6145346;5139972;6424357;23007788
"330080 Cachoeiras de Macacu";1285417;1591513;1410198;679060;4966188
"330090 Cambuci";140654;167047;144836;14089;466626
"330100 Campos dos Goytacazes";7380550;9288493;9248878;3657564;29575485
"330110 Cantagalo";309617;236270;257999;163337;967223
"330093 Carapebus";505327;599260;464791;237130;1806508
"330115 Cardoso Moreira";430805;250094;330394;262368;1273661
"330120 Carmo";221058;166151;255475;275728;918412
"330130 Casimiro de Abreu";921770;1057626;1126101;1014603;4120100
"330095 Comendador Levy Gasparian";224988;194743;213988;141483;775202
"330140 Conceição de Macabu";135851;195937;147308;161967;641063
"330150 Cordeiro";279084;253126;260716;199628;992554
"330160 Duas Barras";155611;134717;142062;96531;528921
"330170 Duque de Caxias";11358367;14584535;17856119;12165507;55964528
"330180 Engenheiro Paulo de Frontin";536946;165788;217268;283726;1203728
"330185 Guapimirim";1179412;1392675;1360275;1047544;4979906
"330187 Iguaba Grande";828811;672930;710727;643729;2856197
"330190 Itaboraí";2511319;1817896;2048684;1497247;7875146
"330200 Itaguaí";1478693;922783;1520101;742835;4664412
"330205 Italva";322862;315810;1115428;204602;1958702
"330210 Itaocara";179241;197239;167146;118078;661704
"330220 Itaperuna";2496537;2422382;2346754;1490133;8755806
"330225 Itatiaia";352643;320448;293478;645375;1611944
"330227 Japeri";776011;944988;1168863;802377;3692239
"330230 Laje do Muriaé";34164;109077;136746;55186;335173
"330240 Macaé";4970780;7428229;10094701;5174058;27667768
"330245 Macuco";78831;91126;93262;60022;323241
"330250 Magé";6202408;7141761;6081009;3947794;23372972
"330260 Mangaratiba";1252446;1145172;1202806;901879;4502303
"330270 Maricá";2922059;3576633;3505583;2014952;12019227
"330280 Mendes";351377;208829;230345;143148;933699
"330285 Mesquita";5271353;9546468;5527064;4179551;24524436
"330290 Miguel Pereira";307894;482816;557509;497564;1845783
"330300 Miracema";399225;348403;332248;224570;1304446
"330310 Natividade";295002;357966;332344;193129;1178441
"330320 Nilópolis";1054894;1935658;1410335;2525817;6926704
"330330 Niterói";8039998;5565919;5508766;3844104;22958787
"330340 Nova Friburgo";2701747;2813711;2402516;1750279;9668253
"330350 Nova Iguaçu";14314636;14631654;12214770;8821845;49982905
"330360 Paracambi";1195841;1272399;1546430;1276241;5290911
"330370 Paraíba do Sul";1311143;410733;515763;283642;2521281
"330380 Paraty";802972;902757;888093;660247;3254069
"330385 Paty do Alferes";308078;239518;178019;114559;840174
"330390 Petrópolis";4924219;4277917;4921894;3312933;17436963
"330395 Pinheiral";497360;556665;569993;327061;1951079
"330400 Piraí";595072;419995;488408;256754;1760229
"330410 Porciúncula";429182;350587;376823;191874;1348466
"330411 Porto Real";621598;666658;787675;564159;2640090
"330412 Quatis";250011;252747;236238;97131;836127
"330414 Queimados";1358021;1486581;1735970;1415890;5996462
"330415 Quissamã";851565;981355;1171255;843309;3847484
"330420 Resende";1730217;1734071;1837119;1398809;6700216
"330430 Rio Bonito";1873470;967690;1097217;843345;4781722
"330440 Rio Claro";384151;436691;525265;521039;1867146
"330450 Rio das Flores";246988;293338;292197;203518;1036041
"330452 Rio das Ostras";1569869;1437420;1663587;1123961;5794837
"330455 Rio de Janeiro";67187845;50439744;43808788;25986443;187422820
"330460 Santa Maria Madalena";154360;129170;166577;129025;579132
"330470 Santo Antônio de Pádua";528391;339065;342842;299429;1509727
"330480 São Fidélis";816087;1584148;1164509;768921;4333665
"330475 São Francisco de Itabapoana";769527;809339;1011859;664307;3255032
"330490 São Gonçalo";8180458;10411048;11074248;10080467;39746221
"330500 São João da Barra";795756;872095;963460;642753;3274064
"330510 São João de Meriti";8502472;9508678;10349886;5672441;34033477
"330513 São José de Ubá";195558;211978;210211;283494;901241
"330515 São José do Vale do Rio Preto";1204393;241803;238323;196836;1881355
"330520 São Pedro da Aldeia";1237804;1189902;1622064;1067345;5117115
"330530 São Sebastião do Alto";442440;205604;289790;399690;1337524
"330540 Sapucaia";117379;133728;116894;70493;438494
"330550 Saquarema";968002;1251783;1006812;609016;3835613
"330555 Seropédica";479045;620314;461953;527593;2088905
"330560 Silva Jardim";276940;253409;195344;173019;898712
"330570 Sumidouro";273078;241422;210520;140295;865315
"330575 Tanguá";613290;656121;607204;430460;2307075
"330580 Teresópolis";2700473;2640548;2806260;2292591;10439872
"330590 Trajano de Moraes";132673;121269;154763;117290;525995
"330600 Três Rios";2056356;1558394;1302832;1121393;6038975
"330610 Valença";1412047;1587365;1698005;1016170;5713587
"330615 Varre-Sai";137956;88971;325514;85303;637744
"330620 Vassouras";955134;546477;618599;449801;2570011
"330630 Volta Redonda";5168073;4613215;4663653;2883655;17328596
"330000 Rio de Janeiro - Gestão estadual";51120379;54974234;50821326;60281034;217196973
"350010 Adamantina";984511;811388;873150;696484;3365533
"350020 Adolfo";101221;101908;99294;45013;347436
"350030 Aguaí";382896;330514;436744;565881;1716035
"350040 Águas da Prata";149782;143016;132497;81660;506955
"350050 Águas de Lindóia";145977;79592;50543;37073;313185
"350055 Águas de Santa Bárbara";72503;101087;100303;204704;478597
"350060 Águas de São Pedro";54903;93477;91426;52853;292659
"350070 Agudos";575710;600581;699374;590273;2465938
"350075 Alambari";153814;145568;169119;111626;580127
"350080 Alfredo Marcondes";111708;106324;122940;108170;449142
"350090 Altair";69805;57776;69978;42449;240008
"350100 Altinópolis";339653;357043;375211;277758;1349665
"350110 Alto Alegre";50556;27699;28285;27428;133968
"350115 Alumínio";243155;208196;187486;126098;764935
"350120 Álvares Florence";86353;11825;12855;7797;118830
"350130 Álvares Machado";468173;367361;306460;246551;1388545
"350140 Álvaro de Carvalho";91161;21981;23586;47013;183741
