 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"280620 Salgado";47826;5639;3809;4010;61284
"280630 Santa Luzia do Itanhy";84055;5681;4674;4149;98559
"280650 Santa Rosa de Lima";32554;210;122;141;33027
"280640 Santana do São Francisco";105416;5411;-;12289;123116
"280660 Santo Amaro das Brotas";65623;4054;3991;1443;75111
"280670 São Cristóvão";156346;179826;280030;189703;805905
"280680 São Domingos";212826;246638;91298;111490;662252
"280690 São Francisco";36180;784;266;1045;38275
"280700 São Miguel do Aleixo";23410;29388;46188;28537;127523
"280710 Simão Dias";416604;109262;38524;29557;593947
"280720 Siriri";97257;7210;9320;3923;117710
"280730 Telha";37866;4159;1033;837;43895
"280740 Tobias Barreto";247653;79403;88426;64490;479972
"280750 Tomar do Geru";197739;54983;46557;83802;383081
"280760 Umbaúba";145972;62062;45101;17494;270629
"280000 Sergipe - Gestão estadual";9459336;9740552;10199484;8888907;38288279
"290010 Abaíra";28661;99;287;5624;34671
"290020 Abaré";414667;77493;92705;58633;643498
"290030 Acajutiba";83468;30188;29745;27650;171051
"290035 Adustina";104890;67310;82778;91177;346155
"290040 Água Fria";63573;87;48844;44151;156655
"290060 Aiquara";37762;20828;15630;259;74479
"290070 Alagoinhas";3327880;4510760;1744123;1059090;10641853
"290080 Alcobaça";90890;56436;3126;4316;154768
"290090 Almadina";18867;277;4175;5203;28522
"290100 Amargosa";436074;252158;260301;205341;1153874
"290110 Amélia Rodrigues";283534;196971;274850;95111;850466
"290115 América Dourada";121297;53952;54845;43212;273306
"290120 Anagé";79778;765;23764;34952;139259
"290130 Andaraí";129724;105958;93057;257683;586422
"290135 Andorinha";113029;105593;119604;105389;443615
"290140 Angical";1458;1644;1807;2917;7826
"290150 Anguera";45;32;34;50;161
"290160 Antas";43297;504;143;194;44138
"290170 Antônio Cardoso";532784;319;329;378;533810
"290180 Antônio Gonçalves";72124;22153;24410;18943;137630
"290190 Aporá";171980;239745;213634;120343;745702
"290195 Apuarema";52144;623;475;1887;55129
"290205 Araças";79652;202888;32268;13888;328696
"290200 Aracatu";56166;1379;235;1509;59289
"290210 Araci";284063;250543;592974;606101;1733681
"290220 Aramari";72509;56489;34067;33223;196288
"290225 Arataca";64268;1189;267;268;65992
"290230 Aratuípe";38990;1029;1550;1647;43216
"290240 Aurelino Leal";630;170;226;22;1048
"290250 Baianópolis";149100;140586;152773;52120;494579
"290260 Baixa Grande";101364;9711;395;511;111981
"290265 Banzaê";80750;125;130;182;81187
"290270 Barra";24705;29328;3510;2289;59832
"290280 Barra da Estiva";220346;2331;711;11822;235210
"290290 Barra do Choça";281525;193213;232321;129452;836511
"290300 Barra do Mendes";231664;39222;34707;29614;335207
"290310 Barra do Rocha";32645;793;1431;3022;37891
"290320 Barreiras";2125760;2778038;3296602;2276253;10476653
"290323 Barro Alto";161334;58729;57209;41230;318502
"290330 Barro Preto";147535;1840;2209;3496;155080
"290327 Barrocas";126870;45175;43240;45616;260901
"290340 Belmonte";-;223;-;906;1129
"290350 Belo Campo";234479;205409;197332;124318;761538
"290360 Biritinga";72097;19010;21984;28663;141754
"290370 Boa Nova";52161;255;-;-;52416
"290380 Boa Vista do Tupim";21672;-;-;328;22000
"290390 Bom Jesus da Lapa";1128441;697754;847376;511777;3185348
"290395 Bom Jesus da Serra";62398;48780;33501;29980;174659
"290400 Boninal";76937;26646;26347;11177;141107
"290405 Bonito";61314;487;239;3722;65762
"290410 Boquira";132956;118968;111696;96475;460095
"290420 Botuporã";60105;4330;1002;52914;118351
"290430 Brejões";39139;660;685;656;41140
"290440 Brejolândia";15477;33829;18645;20898;88849
"290450 Brotas de Macaúbas";169913;53050;32397;34165;289525
"290460 Brumado";765369;776294;903664;634001;3079328
"290470 Buerarema";97661;243;358;565;98827
"290475 Buritirama";290776;290991;275370;269783;1126920
"290480 Caatiba";39847;381;275;397;40900
"290485 Cabaceiras do Paraguaçu";1810599;2809;2319;5856;1821583
"290490 Cachoeira";177853;6543;543;1503;186442
"290500 Caculé";188786;70192;699450;87631;1046059
"290510 Caém";88893;39621;37395;33469;199378
"290515 Caetanos";104287;7304;7019;7859;126469
"290520 Caetité";647827;616835;1124823;574217;2963702
"290530 Cafarnaum";109164;44871;41003;24734;219772
"290540 Cairu";62288;55;-;-;62343
"290550 Caldeirão Grande";91619;31339;28892;20261;172111
"290560 Camacan";81404;2156;1541;2792;87893
"290570 Camaçari";2626888;2613041;3090817;1531993;9862739
"290580 Camamu";91349;1452;688;1453;94942
"290590 Campo Alegre de Lourdes";46996;1652;1292;1001;50941
"290600 Campo Formoso";288582;202305;370688;134701;996276
"290610 Canápolis";34364;1410;661;4122;40557
"290620 Canarana";230106;57009;66866;70181;424162
"290630 Canavieiras";397500;439261;254727;196631;1288119
"290640 Candeal";61190;1320;352;430708;493570
"290650 Candeias";826116;635647;338013;-;1799776
"290660 Candiba";68186;62228;30749;1484;162647
"290670 Cândido Sales";25531;60523;95735;108699;290488
"290680 Cansanção";134620;259541;86582;115956;596699
"290682 Canudos";187467;39719;45883;77858;350927
"290685 Capela do Alto Alegre";57901;13342;24889;19954;116086
"290687 Capim Grosso";265676;215154;248394;176111;905335
"290689 Caraíbas";26677;115;161;379;27332
"290690 Caravelas";159778;1849;57050;98802;317479
